Mun;CodIBGE;Tx_Roub2002;Tx_Roub2003;Tx_Roub2004;Tx_Roub2005;Tx_Roub2006;Tx_Roub2007;Tx_Roub2008;Tx_Roub2009;Tx_Roub2010;Tx_Roub2011;Tx_Roub2012;Tx_Roub2013;Tx_Roub2014;Tx_Roub2015;Tx_RoubVei2002;Tx_RoubVei2003;Tx_RoubVei2004;Tx_RoubVei2005;Tx_RoubVei2006;Tx_RoubVei2007;Tx_RoubVei2008;Tx_RoubVei2009;Tx_RoubVei2010;Tx_RoubVei2011;Tx_RoubVei2012;Tx_RoubVei2013;Tx_RoubVei2014;Tx_RoubVei2015;Tx_Latro2002;Tx_Latro2003;Tx_Latro2004;Tx_Latro2005;Tx_Latro2006;Tx_Latro2007;Tx_Latro2008;Tx_Latro2009;Tx_Latro2010;Tx_Latro2011;Tx_Latro2012;Tx_Latro2013;Tx_Latro2014;Tx_Latro2015;Tx_Furt2002;Tx_Furt2003;Tx_Furt2004;Tx_Furt2005;Tx_Furt2006;Tx_Furt2007;Tx_Furt2008;Tx_Furt2009;Tx_Furt2010;Tx_Furt2011;Tx_Furt2012;Tx_Furt2013;Tx_Furt2014;Tx_Furt2015;Tx_HomDol2002;Tx_HomDol2003;Tx_HomDol2004;Tx_HomDol2005;Tx_HomDol2006;Tx_HomDol2007;Tx_HomDol2008;Tx_HomDol2009;Tx_HomDol2010;Tx_HomDol2011;Tx_HomDol2012;Tx_HomDol2013;Tx_HomDol2014;Tx_HomDol2015;Tx_FurtVei2002;Tx_FurtVei2003;Tx_FurtVei2004;Tx_FurtVei2005;Tx_FurtVei2006;Tx_FurtVei2007;Tx_FurtVei2008;Tx_FurtVei2009;Tx_FurtVei2010;Tx_FurtVei2011;Tx_FurtVei2012;Tx_FurtVei2013;Tx_FurtVei2014;Tx_FurtVei2015;Tx_ExtoMS2002;Tx_ExtoMS2003;Tx_ExtoMS2004;Tx_ExtoMS2005;Tx_ExtoMS2006;Tx_ExtoMS2007;Tx_ExtoMS2008;Tx_ExtoMS2009;Tx_ExtoMS2010;Tx_ExtoMS2011;Tx_ExtoMS2012;Tx_ExtoMS2013;Tx_ExtoMS2014;Tx_ExtoMS2015;Tx_Exto2002;Tx_Exto2003;Tx_Exto2004;Tx_Exto2005;Tx_Exto2006;Tx_Exto2007;Tx_Exto2008;Tx_Exto2009;Tx_Exto2010;Tx_Exto2011;Tx_Exto2012;Tx_Exto2013;Tx_Exto2014;Tx_Exto2015;Tx_Este2002;Tx_Este2003;Tx_Este2004;Tx_Este2005;Tx_Este2006;Tx_Este2007;Tx_Este2008;Tx_Este2009;Tx_Este2010;Tx_Este2011;Tx_Este2012;Tx_Este2013;Tx_Este2014;Tx_Este2015;Tx_EntTra2002;Tx_EntTra2003;Tx_EntTra2004;Tx_EntTra2005;Tx_EntTra2006;Tx_EntTra2007;Tx_EntTra2008;Tx_EntTra2009;Tx_EntTra2010;Tx_EntTra2011;Tx_EntTra2012;Tx_EntTra2013;Tx_EntTra2014;Tx_EntTra2015;Tx_EntPosse2002;Tx_EntPosse2003;Tx_EntPosse2004;Tx_EntPosse2005;Tx_EntPosse2006;Tx_EntPosse2007;Tx_EntPosse2008;Tx_EntPosse2009;Tx_EntPosse2010;Tx_EntPosse2011;Tx_EntPosse2012;Tx_EntPosse2013;Tx_EntPosse2014;Tx_EntPosse2015;Tx_DelCorrup2002;Tx_DelCorrup2003;Tx_DelCorrup2004;Tx_DelCorrup2005;Tx_DelCorrup2006;Tx_DelCorrup2007;Tx_DelCorrup2008;Tx_DelCorrup2009;Tx_DelCorrup2010;Tx_DelCorrup2011;Tx_DelCorrup2012;Tx_DelCorrup2013;Tx_DelCorrup2014;Tx_DelCorrup2015;Tx_DelArmMun2002;Tx_DelArmMun2003;Tx_DelArmMun2004;Tx_DelArmMun2005;Tx_DelArmMun2006;Tx_DelArmMun2007;Tx_DelArmMun2008;Tx_DelArmMun2009;Tx_DelArmMun2010;Tx_DelArmMun2011;Tx_DelArmMun2012;Tx_DelArmMun2013;Tx_DelArmMun2014;Tx_DelArmMun2015
Terra de Areia;4321436;178,4718349;197,4766868;75,56946993;127,7003299;251,7570544;257,6788291;91,51921904;100,1301692;108,5347805;127,6386843;153,1393568;290,5342081;100,8896634;165,1679207;22,30897936;21,94185409;21,59127712;0;31,46963181;10,30715316;0;0;9,866798224;29,455081;66,99846861;28,11621368;18,34357516;36,70398238;0;0;0;0;0;0;0;0;0;0;19,1424196;18,74414246;18,34357516;0;1829,336;2358,749;2526,179;2107,055;2014,056;1587,302;1565,996;1762,291;1558,954;1551,301;1694,104;1499,531;1274,878;1752,615;0;0;0;0;10,49;20,614;10,169;0;19,734;0;0;0;9,172;18,352;66,927;54,855;64,774;74,492;104,899;82,457;91,519;40,052;59,201;127,639;143,568;131,209;73,374;100,936;0;0;0;0;0;0;0;0;0;0;0;0;0;9,176;0;0;0;0;10,49;10,307;0;0;0;0;0;18,744;18,344;0;55,772;87,767;64,774;117,059;115,389;226,757;61,013;30,039;29,6;88,365;153,139;74,977;100,89;73,408;11,154;87,767;0;21,283;20,98;20,614;122,026;30,039;88,801;39,273;57,427;74,977;64,203;137,64;33,463;21,942;10,796;42,567;41,96;30,921;71,182;40,052;59,201;39,273;47,856;84,349;73,374;0;0;0;0;0;0;0;0;0;0;0;19,142;9,372;0;0;0;0;32,387;63,85;94,409;61,843;61,013;80,104;29,6;29,455;76,57;56,232;45,859;73,408
Teutônia;4321451;128,2391439;90,24882891;83,57360745;166,7005489;134,2652924;92,35742323;93,59439931;113,0932837;35,5353399;90,2840475;97,77807748;83,08408109;58,81391929;77,45433422;8,844078889;12,89268984;12,53604112;16,26346818;19,74489594;3,848225968;7,487551945;3,648170443;7,107067979;3,472463366;16,85828922;9,970089731;6,534879922;12,9090557;4,422039445;0;0;0;0;0;0;3,648170443;0;0;0;0;0;0;955,161;928,274;1069,742;1219,76;1180,745;1189,102;1010,82;1068,914;916,812;885,478;886,746;731,14;895,279;861,679;4,422;8,595;0;0;3,949;0;3,744;10,945;3,554;0;0;0;16,337;3,227;44,22;51,571;58,502;65,054;31,592;34,634;37,438;65,667;42,642;20,835;101,15;89,731;29,407;67,773;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,422;0;4,179;0;3,949;3,848;11,231;3,648;3,554;0;0;0;0;6,455;114,973;85,951;154,611;126,042;134,265;92,357;190,933;80,26;63,964;79,867;138,238;122,964;98,023;51,636;13,266;0;12,536;4,066;0;3,848;18,719;21,889;7,107;10,417;23,602;9,97;32,674;3,227;17,688;12,893;33,429;32,527;11,847;42,33;59,9;109,445;39,089;65,977;80,92;36,557;117,628;61,318;0;4,298;0;4,066;0;0;0;0;0;0;0;3,323;0;0;0;0;16,715;8,132;27,643;19,241;14,975;25,537;17,768;13,89;16,858;23,264;16,337;19,364
Tio Hugo;4321469;0;157,294534;77,76049767;268,6108979;0;187,2659176;148,1481481;219,2982456;253,7151142;209,9370189;138,3604289;310,3448276;67,72773451;315,2364273;39,90422985;78,64726701;38,88024883;38,37298542;0;37,45318352;0;109,6491228;217,4700979;34,98950315;138,3604289;34,48275862;67,72773451;245,1838879;0;0;0;0;0;0;0;0;0;0;0;0;0;0;558,659;707,825;1127,527;920,952;834,598;1011,236;962,963;767,544;1268,576;1189,643;1176,064;1689,655;914,324;980,736;39,904;0;0;0;0;0;0;0;0;0;0;0;0;0;39,904;117,971;38,88;0;37,936;74,906;0;109,649;36,245;104,969;207,541;206,897;67,728;350,263;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;78,647;0;38,373;75,873;0;0;109,649;36,245;34,99;34,59;103,448;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35,026;0;0;38,88;0;0;0;0;0;0;0;0;0;33,864;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;151,745;112,36;74,074;36,55;72,49;34,99;103,77;103,448;67,728;0
Tiradentes do Sul;4321477;40,37141704;27,15546504;41,06776181;69,29046563;14,01738155;42,60758415;14,43418014;29,33411558;14,91869312;30,82614057;62,09251785;96,77419355;49,89190088;33,316675;0;0;0;0;0;0;0;14,66705779;0;0;31,04625893;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16,63063363;0;228,771;1072,641;780,287;831,486;827,026;823,747;721,709;894,691;507,236;755,24;325,986;354,839;615,333;499,75;13,457;0;0;0;14,017;0;0;29,334;0;15,413;0;0;0;33,317;0;54,311;41,068;41,574;0;14,203;86,605;44,001;0;30,826;46,569;32,258;49,892;83,292;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54,757;13,858;56,07;85,215;0;44,001;0;15,413;77,616;80,645;16,631;33,317;0;0;0;13,858;0;0;0;0;0;30,826;62,093;48,387;16,631;49,975;0;0;27,379;0;0;0;0;0;0;30,826;31,046;48,387;0;0;0;0;0;0;0;0;0;0;0;0;0;16,129;0;0;0;0;54,757;110,865;42,052;113,62;28,868;88,002;29,837;61,652;139,708;129,032;49,892;116,608
Toropi;4321493;31,38731952;0;31,70577045;0;0;0;32,81916639;0;0;34,57814661;0;0;0;37,62227239;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;376,648;441,64;412,175;673,509;709,22;1042,345;853,298;529,626;535,834;968,188;635,818;1043,219;1170,253;639,579;0;0;0;0;0;32,573;0;33,102;0;34,578;0;0;37,75;37,622;0;0;31,706;32,072;0;65,147;32,819;33,102;66,979;34,578;0;74,516;37,75;37,622;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32,573;0;0;0;0;0;0;0;0;31,387;0;0;0;0;32,573;0;0;33,49;34,578;0;0;37,75;75,245;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31,546;0;0;0;32,573;0;33,102;0;0;0;0;37,75;37,622;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;95,117;64,144;64,475;65,147;32,819;66,203;100,469;0;176,616;37,258;188,75;75,245
Torres;4321501;239,0487722;265,5272394;237,180257;302,0790144;274,5728056;259,3659942;420,9328783;376,6372477;158,3377316;248,7012269;217,8767907;310,8024107;320,281848;335,685777;15,52264754;9,156111705;15,01140867;17,76935379;14,60493647;11,52737752;22,75312856;22,48580584;2,77785494;33,16016359;13,61729942;24,32366693;16,0140924;23,78875585;3,104529509;3,052037235;0;0;0;2,88184438;0;2,810725729;0;0;0;0;2,6690154;0;3328,056;4193,499;4710,58;4705,917;3826,493;4043,228;3088,737;2788,24;2316,731;2329,501;2442,944;2172,914;2274,001;2262,575;9,314;9,156;9,007;5,923;23,368;20,173;11,377;11,243;22,223;11,053;24,511;18,918;32,028;39,648;189,376;189,226;222,169;189,54;262,889;233,429;196,246;199,562;163,893;243,175;166,131;132,429;256,225;190,31;0;0;0;2,962;0;0;0;0;0;2,763;0;2,703;0;0;0;0;12,009;11,846;5,842;5,764;5,688;11,243;5,556;5,527;8,17;0;2,669;0;220,422;195,33;207,157;236,925;262,889;325,648;221,843;238,912;319,453;306,732;215,153;245,939;250,887;222,028;58,986;103,769;78,059;74,039;75,946;129,683;199,09;177,076;175,005;212,778;236,941;210,805;266,902;251,104;201,794;311,308;384,292;358,349;289,178;360,231;335,609;500,309;286,119;455,952;476,605;672,955;736,648;679,301;0;6,104;0;5,923;2,921;2,882;2,844;0;2,778;2,763;5,447;8,108;5,338;0;0;3,052;75,057;59,231;90,551;80,692;56,883;39,35;25,001;35,924;43,575;78,376;64,056;58,15
Tramandaí;4321600;706,7557535;871,6346016;741,8069088;913,6212625;668,948351;608,590685;607,0209654;696,1216082;446,2539967;468,3734255;478,586604;440,0296258;608,4976915;818,5904573;74,23904974;34,40662901;58,12666076;53,58482478;36,29952292;80,47480133;60,94588006;40,25192972;46,00556667;47,74680551;49,200492;45,74565416;72,33888641;70,10598375;0;0;0;0;0;2,514837541;0;0;2,300278334;4,547314811;2,236386;0;0;0;7465,479;8613,126;7038,862;6947,273;7431,031;6372,598;5280,351;5085,95;4329,124;3706,062;3654,255;3949,375;3619,072;3466,122;26,726;8,602;16,608;10,717;7,778;25,148;29,254;11,839;11,501;22,737;33,546;32,675;27,659;41,239;460,282;346,934;301,705;195,585;272,246;241,424;280,351;258,086;257,631;197,808;346,64;363,787;431,906;426,822;0;0;0;0;0;0;0;0;0;0;0;0;2,128;0;8,909;8,602;8,304;10,717;18,15;10,059;24,378;16,574;11,501;13,642;11,182;6,535;8,51;4,124;374,165;301,058;290,633;350,981;272,246;352,077;287,665;260,454;204,725;293,302;257,184;294,079;285,1;280,424;53,452;71,68;38,751;64,302;80,378;100,594;99,951;111,285;223,127;222,818;248,239;224,372;251,058;86,602;219,748;192,104;301,705;238,452;230,761;241,424;190,151;222,569;172,521;306,944;216,929;182,983;276,59;181,451;5,939;2,867;2,768;10,717;12,964;2,515;2,438;2,368;0;0;13,418;13,07;6,383;2,062;0;2,867;66,43;40,189;59,635;42,752;58,508;40,252;55,207;75,031;91,692;80,599;97,87;86,602
Travesseiro;4321626;0;0;0;83,85744235;0;41,99916002;84,42380751;0;0;0;0;0;0;42,82655246;0;0;0;0;0;0;0;42,49893753;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;252,632;548,523;376,097;545,073;713,386;251,995;422,119;212,495;344,234;238,284;237,718;203,749;167,154;256,959;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;125,892;41,999;126,636;0;0;0;0;0;41,789;85,653;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41,999;0;0;0;0;0;0;0;0;0;42,194;0;0;0;125,997;84,424;84,998;43,029;0;79,239;81,5;0;42,827;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;83,577;0;0;0;0;0;0;0;39,62;40,75;41,789;85,653
Três Arroios;4321634;0;64,5369474;97,6880495;32,89473684;0;0;0;0;0;34,51846738;0;34,24657534;68,25938567;108,2641646;0;0;0;0;0;0;33,61344538;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;482,16;645,369;814,067;592,105;826,993;465,89;840,336;1465,077;868,961;517,777;739,247;1369,863;273,038;288,704;0;0;32,563;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33,08;0;33,613;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;128,576;32,268;195,376;65,789;99,239;66,556;33,613;0;34,758;241,629;33,602;68,493;0;108,264;0;0;0;0;0;0;33,613;0;0;0;0;0;0;0;0;32,268;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;97,688;98,684;33,08;133,111;0;34,072;104,275;0;0;34,247;0;108,264
Três Cachoeiras;4321667;40,74564531;60,72259893;40,1042711;89,66822756;39,48667325;39,2387679;136,532085;77,48184019;19,20860546;123,6329054;76,22677465;47,57826625;28,1848929;55,46824443;10,18641133;10,12043315;10,02606778;29,88940919;0;0;0;9,685230024;0;19,02044698;38,11338733;0;18,7899286;9,244707405;0;0;0;0;0;0;0;0;0;0;0;0;0;0;865,845;769,153;1102,867;1484,507;957,552;980,969;994,734;949,153;1027,66;960,533;809,909;723,19;1071,026;758,066;0;10,12;0;0;0;0;9,752;0;0;0;9,528;0;9,395;0;10,186;101,204;70,182;69,742;128,332;29,429;48,761;116,223;57,626;76,082;47,642;85,641;65,765;101,692;0;0;0;0;0;0;0;0;0;9,51;0;0;0;0;0;0;0;9,963;0;0;9,752;9,685;0;0;0;0;0;0;10,186;50,602;40,104;59,779;19,743;88,287;48,761;0;48,022;76,082;28,585;66,61;56,37;73,958;0;0;10,026;0;0;9,81;0;9,685;0;0;19,057;9,516;0;18,489;10,186;0;20,052;0;29,615;39,239;19,505;19,37;0;38,041;0;9,516;9,395;27,734;0;0;0;0;0;0;0;0;0;0;0;0;0;9,245;0;0;20,052;19,926;39,487;19,619;39,009;0;19,209;0;9,528;28,547;9,395;18,489
Três Coroas;4321709;233,4971056;185,2291617;278,2028098;231,3030069;248,2599636;164,8232488;135,9215053;145,9732243;85,85445626;164,8771464;139,3145723;166,8918382;109,576175;93,53078722;19,45809213;0;18,54685399;27,21211846;22,16606818;43,37453915;16,99018817;12,51199066;0;8,04278763;7,960832703;31,78892156;7,826869643;31,17692907;4,864523034;0;0;4,535353077;4,433213637;0;0;0;0;0;0;0;3,913434822;0;2325,242;2398,48;2151,435;2095,333;2194,441;1761,006;1631,058;1509,78;1287,817;1005,348;1046,85;1092,744;860,956;954,793;9,729;0;37,094;0;13,3;4,337;4,248;4,171;0;4,021;7,961;0;3,913;3,897;38,916;37,996;83,461;68,03;44,332;43,375;42,475;45,877;53,148;64,342;67,667;51,657;62,615;81,839;0;0;0;4,535;0;0;0;0;0;0;3,98;0;0;0;0;0;0;13,606;4,433;0;0;0;4,088;4,021;0;3,974;0;3,897;150,8;232,724;139,101;235,838;239,394;208,198;80,703;116,779;122,649;172,92;127,373;119,208;195,672;66,251;4,865;14,248;4,637;9,071;13,3;13,012;25,485;33,365;139,002;48,257;35,824;87,42;109,576;35,074;92,426;37,996;64,914;68,03;79,798;86,749;42,475;75,072;57,236;88,471;55,726;91,393;97,836;89,634;0;4,749;9,273;4,535;0;8,675;4,248;0;0;0;3,98;0;15,654;0;4,865;0;78,824;131,525;62,065;39,037;38,228;33,365;32,706;28,15;31,843;63,578;54,788;58,457
Três de Maio;4321808;82,01090745;205,11979;139,3785357;77,91036208;189,0747667;65,8192439;98,89159009;185,8045336;103,3869567;131,6005922;94,41707718;93,73217051;73,10238395;190,9482408;4,100545373;12,3071874;0;0;0;4,113702744;8,240965841;4,128989636;12,4064348;16,45007403;8,210180624;4,075311761;0;4,062728528;4,100545373;0;0;0;0;0;0;0;0;0;0;0;4,061243553;0;1123,549;1489,17;1627,449;1558,207;1874,306;2167,921;2258,025;2337,008;1621,107;1151,505;1071,429;1108,485;1234,618;1304,136;4,101;4,102;4,099;12,302;8,221;8,227;8,241;4,129;4,135;0;16,42;8,151;8,122;8,125;20,503;36,922;32,795;36,905;45,214;41,137;65,928;28,903;28,948;20,563;32,841;36,678;40,612;142,195;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,199;4,101;4,11;8,227;0;0;4,135;0;0;8,151;0;0;82,011;135,379;122,981;86,111;94,537;135,752;214,265;127,999;90,981;90,475;311,987;171,163;109,654;56,878;12,302;8,205;20,497;4,101;24,662;16,455;12,361;20,645;4,135;8,225;12,315;24,452;48,735;69,066;4,101;12,307;20,497;36,905;4,11;16,455;4,12;24,774;4,135;20,563;12,315;24,452;60,919;105,631;0;0;0;4,101;12,331;4,114;4,12;0;4,135;0;0;8,151;0;0;0;0;81,987;61,508;41,103;32,91;32,964;74,322;28,948;8,225;53,366;48,904;56,857;28,439
Três Forquilhas;4321832;0;0;0;64,14368185;129,5756398;98,29619921;33,24468085;0;34,36426117;34,62603878;34,94060098;34,38789546;34,55425017;104,4568245;0;31,17206983;0;0;32,39390994;0;33,24468085;0;0;0;0;0;34,55425017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;185,874;342,893;94,877;545,221;485,909;557,012;265,957;472,016;962,199;796,399;489,168;343,879;449,205;766,017;30,979;0;0;0;0;0;0;0;68,729;0;0;0;0;0;0;0;0;64,144;32,394;0;0;0;0;0;0;0;0;34,819;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;131,062;0;0;0;34,626;34,941;0;0;0;0;0;0;0;0;0;0;0;0;34,626;0;34,388;0;34,819;0;31,172;0;0;0;32,765;0;0;34,364;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;64,144;97,182;32,765;0;0;68,729;0;0;103,164;69,109;69,638
Três Palmeiras;4321857;42,90924694;64,68305304;43,18721658;64,94912319;21,65439584;108,8850174;21,83882944;153,441473;87,73853915;44,30660168;21,89141856;86,44910309;21,44082333;0;0;0;0;0;0;0;0;21,92021043;0;0;0;0;0;21,11040743;0;0;0;0;0;0;0;0;0;0;0;0;0;0;579,275;862,441;1101,274;930,937;931,139;805,749;786,198;591,846;548,366;310,146;481,611;583,531;557,461;506,65;0;43,122;0;0;0;0;21,839;0;21,935;44,307;21,891;0;0;0;0;21,561;43,187;0;43,309;21,777;21,839;21,92;21,935;22,153;0;43,225;64,322;63,331;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21,455;21,561;43,187;108,249;0;0;262,066;21,92;43,869;66,46;21,891;21,612;85,763;21,11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65,331;0;0;0;22,153;0;0;0;0;0;0;0;21,65;0;0;0;0;0;0;0;0;0;0;0;0;151,155;64,949;43,309;65,331;21,839;43,84;65,804;66,46;87,566;43,225;42,882;63,331
Três Passos;4321907;120,2453004;96,11918779;59,9880024;176,1338617;112,2874559;64,2957605;100,7089913;52,48496104;64,83507578;36,44019759;52,11256314;91,15770283;91,4658395;82,43375859;0;0;0;0;0;0;0;4,037304695;0;0;4,008658703;3,963378384;0;3,925417076;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2136,358;2354,92;2591,482;1889,436;2025,184;1936,91;1442,153;1501,877;1296,702;874,565;1154,494;1506,084;982,264;1515,211;0;12,015;11,998;16,012;12,031;8,037;16,113;16,149;12,157;8,098;4,009;11,89;15,907;19,627;40,082;48,06;87,982;40,03;68,175;60,277;124,879;109,007;52,678;32,391;52,113;63,414;67,605;82,434;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,008;0;0;8,006;0;4,018;4,028;16,149;0;0;0;0;0;3,925;148,303;204,253;203,959;204,155;116,298;112,518;116,822;88,821;174,244;174,103;104,225;75,304;83,512;109,912;44,09;32,04;7,998;20,015;20,051;16,074;52,369;36,336;133,722;97,174;64,139;182,315;151,117;98,135;36,074;12,015;31,994;40,03;36,092;16,074;24,17;20,187;68,887;80,978;76,165;110,975;95,443;43,18;4,008;8,01;15,997;8,006;4,01;4,018;8,057;0;4,052;0;4,009;0;3,977;0;0;0;71,986;60,046;100,257;92,425;84,596;48,448;56,731;60,734;88,19;103,048;79,536;117,763
Trindade do Sul;4321956;0;83,11170213;49,84216647;49,9001996;49,85873359;99,55201593;16,53986107;82,76775368;33,18400531;84,80325645;33,96162337;119,0678687;33,99626041;116,356383;0;0;0;0;0;0;16,53986107;16,55355074;0;0;16,98081168;0;0;33,24468085;0;0;0;0;0;0;0;0;0;0;0;0;0;0;899,85;1080,452;1378,967;1463,739;914,077;1327,36;1240,49;1009,767;580,72;610,583;747,156;952,543;968,893;615,027;33,328;0;33,228;16,633;0;0;16,54;16,554;16,592;16,961;16,981;34,019;50,994;16,622;0;0;0;49,9;49,859;49,776;16,54;49,661;0;50,882;118,866;102,058;84,991;216,09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49,992;132,979;49,842;33,267;49,859;33,184;165,399;33,107;66,368;16,961;33,962;51,029;67,993;16,622;16,664;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16,622;0;0;0;0;16,54;0;16,592;33,921;0;51,029;67,993;0;16,664;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;199,369;66,534;33,239;132,736;66,159;49,661;116,144;84,803;152,827;221,126;186,979;99,734
Triunfo;4322004;86,55011252;254,9611184;146,223262;201,0503857;209,7027866;245,7781654;206,4747361;260,1576249;116,6114956;125,4037621;140,4654341;193,5557327;140,2949987;220,8430111;0;33,99481579;37,60026738;32,82455277;32,26196717;35,67747562;58,43624606;42,08432168;37,6166115;41,80125404;41,75999393;45,54252533;15,16702688;30,46110498;0;0;0;0;0;3,964163958;3,895749737;3,825847425;0;0;0;3,795210444;0;3,807638122;882,811;1661,497;1470,588;1653,537;1766,343;1700,626;1838,794;1580,075;1670,178;1162,835;1609,658;2022,847;2047,549;1397,403;4,328;4,249;4,178;0;0;11,892;11,687;0;11,285;7,6;0;7,59;22,751;26,653;17,31;59,491;100,267;77,958;48,393;59,462;38,957;34,433;105,327;38,001;56,945;64,519;83,419;91,383;0;0;0;4,103;0;0;0;0;0;0;0;0;3,792;0;4,328;0;0;0;8,065;3,964;0;3,826;3,762;0;11,389;0;7,584;3,808;86,55;110,483;75,201;90,268;52,426;146,674;50,645;91,82;75,233;87,403;37,964;113,856;72,043;57,115;8,655;0;4,178;8,206;16,131;31,713;109,081;68,865;67,71;64,602;53,149;129,037;75,835;76,153;8,655;25,496;8,356;36,928;12,098;51,534;27,27;72,691;60,187;83,603;216,393;508,558;432,26;224,651;4,328;8,499;4,178;0;0;7,928;0;3,826;0;0;7,593;3,795;3,792;3,808;4,328;0;62,667;86,164;68,557;35,677;58,436;61,214;71,472;60,802;75,927;79,699;56,876;95,191
Tucunduva;4322103;0;31,72588832;0;0;16,14726304;32,49390739;16,32120124;49,47229551;33,31112592;16,52619402;16,74761347;16,64447403;16,54807215;33,34444815;0;15,86294416;0;0;0;0;0;0;16,65556296;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;489,19;856,599;922,832;1504,722;1227,192;926,076;571,242;544,195;782,811;908,941;1088,595;798,935;827,404;1100,367;0;0;0;0;16,147;0;16,321;0;16,656;0;0;33,289;0;0;47,341;31,726;0;16,008;80,736;32,494;16,321;65,963;49,967;0;33,495;16,644;82,74;83,361;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31,561;95,178;31,822;64,031;64,589;16,247;48,964;65,963;66,622;16,526;50,243;33,289;115,837;66,689;0;0;15,911;16,008;32,295;0;16,321;0;0;16,526;33,495;0;16,548;0;0;15,863;0;0;48,442;0;0;16,491;0;82,631;0;49,933;82,74;116,706;0;0;0;0;0;0;0;0;0;16,526;0;16,644;33,096;16,672;0;0;47,733;32,015;16,147;32,494;81,606;32,982;16,656;16,526;33,495;33,289;16,548;83,361
Tunas;4322152;22,75312856;45,22840344;90,2323483;22,53775073;0;89,96851102;67,40058414;22,53267237;22,51745102;0;47,29250414;0;24,58814851;24,16042522;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;113,766;135,685;428,604;473,293;718,617;697,256;584,138;653,447;675,524;631,875;472,925;361,272;442,587;410,727;22,753;45,228;45,116;22,538;0;0;22,467;0;0;23,403;23,646;24,085;0;0;22,753;22,614;0;0;22,457;0;0;22,533;0;0;0;48,17;49,176;24,16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22,492;0;0;22,517;0;0;0;0;0;0;0;45,116;45,076;44,914;134,953;0;0;45,035;93,611;94,585;24,085;0;120,802;0;0;0;0;44,914;0;0;0;0;46,806;23,646;24,085;49,176;0;22,753;0;0;0;0;0;0;0;22,517;46,806;23,646;72,254;24,588;0;0;0;0;0;0;22,492;0;0;0;0;0;0;0;0;0;0;338,371;112,689;179,654;202,429;224,669;90,131;90,07;93,611;283,755;120,424;49,176;72,481
